"NestID","EggLetter","Year","Treatment","FemaleID","MaleID","ClutchSize","SampleDOY","IncStage","LayDOY","EggAge","LayOrder_est","LayOrder_known","Mass_egg","Length_egg","Width_egg","Volume_egg","Mass_yolk","Mass_albumen","Mass_shell","MeanStrength","Carotenoid_ugml","Carotenoid_ugg","Carot_ugyolk","T_concentration","FcaughtDOY","FemaleAge","Ectoparasites","Mass_female","Tarsus_female","YellowAreaScore_female","HTheta_female","HPhi_female","RVec_female","Lum_female","ScaledBodyMass_female","HTheta_egg","HPhi_egg","RVec_egg","RMax_egg","RAchieved_egg","Lum_egg","Thickness_shell","ClutchMass_shell","Ectoparasites2","ClutchInitiationDate"
"SF01","C",2009,"EXP",886,,4,122,0.5,122,0,3,3,6.08,2.9735,2.115,6.703771807,1.207,3.69,0.391,,2.973,59.459,71.768,3.06,125,5,20,86.28,38.6,4.5,0.330675021,-0.965344174,0.252203212,0.248583926,84.92604957,2.509125629,-1.179316369,0.156772471,0.270461674,0.579647639,0.195667718,0.07,2.021,"YES",122
"PE58","A",2008,"CONT",617,661,3,162,3,158,4,2,,6.26,2.954,2.17,7.010685662,,,,,,,,,130,1,2,91.5,39.4,4.5,0.305196602,-0.842291244,0.29027449,0.169083246,86.62134799,2.358289389,-1.275697786,0.138774865,0.261294866,0.531104445,0.335934574,0.08,,"YES",157
"AE03","D",2008,"",,,4,122,3,117,5,1,,5.56,2.755,1.9935,5.518037145,,,0.556,177.67,,,,,,,,,,,,,,,,2.417591057,-1.243278274,0.151413823,0.264035134,0.573460888,0.299992426,0.09,2.753,,117
"AE07","B",2008,"EXP",645,,4,138,1,136.5,1.5,2.5,,6.43,2.851,2.1675,6.750655818,1.596,3.951,0.588,212,3.068,58.43,93.254,6.14,143,5,0,87.8,40.4,3.5,0.306089292,-0.89993803,0.268939227,0.173677284,79.25315999,2.358213888,-1.271875737,0.145943038,0.261600704,0.557884728,0.305032095,0.09,2.438,"NO",135
"DA03","A",2009,"EXP",882,,4,119,0.5,119,0,1.5,,5.6,2.961,2.112,6.656666075,1.011,3.174,0.674,,3.311,66.216,66.945,,121,5,1,85.71,37.7,3,0.282324793,-0.982444371,0.250958498,0.304323795,88.23270524,2.474757779,-1.215804109,0.157769931,0.266624236,0.591731395,0.215258007,0.09,2.314,"YES",119
"EM22","A",2009,"STD",,,4,124,0.5,122,2,1,1,5.63,2.9595,2.1375,6.814925736,1.106,3.639,0.484,,,,,,,,,,,,,,,,,2.303671591,-1.309756865,0.13010876,0.258766429,0.502803862,0.252599053,0.09,2.118,,122
"FC18","B",2008,"EXP",602,700,4,147,3,143,4,1,,6.81,3.048,2.1895,7.364366575,2.656,2.691,0.714,141.33,4.446,88.919,236.169,,119,6,0,83.8,39,5,,,,,80.88498896,2.47520477,-1.262451942,0.145471629,0.262374273,0.554443189,0.29332194,0.09,3.004,"NO",143
"HX03","A",2008,"EXP",18895,,4,133,0.5,129,4,3,,6.28,3.043,2.1795,7.285279791,1.207,4.128,0.515,174,4.649,88.546,106.875,2.22,133,6,2,79.2,37.9,5,0.294603134,-0.878794372,0.277323253,0.252651203,80.71557556,2.510980558,-1.192415099,0.170145658,0.269030156,0.632440842,0.202620786,0.09,2.22,"YES",128
"HX03","C",2008,"EXP",18895,,4,133,0.75,129,4,4,,6.4,3.106,2.1025,6.919966576,1.202,4.493,0.499,161,4.946,94.208,113.239,2.46,133,6,2,79.2,37.9,5,0.294603134,-0.878794372,0.277323253,0.252651203,80.71557556,2.505142174,-1.183749029,0.170006929,0.269970352,0.62972444,0.205112168,0.09,2.22,"YES",128
"LP28","B",2008,"EXP",49266,,4,146,2,141,5,1,,6.52,2.837,2.205,6.951956722,1.222,3.758,0.505,176,3.014,60.27,75.941,1.75,120,6,1,93.9,37.5,2.5,0.24585339,-0.951570118,0.259556728,0.230025875,97.64563834,2.457664697,-1.236787267,0.147794817,0.264624293,0.558508121,0.226582604,0.09,2.143,"YES",141
"LP28","D",2008,"EXP",49266,,4,146,1.5,142,4,2,,6.27,2.753,2.1515,6.422726794,1.199,3.737,0.616,194,2.541,50.811,61.024,0.99,120,6,1,93.9,37.5,2.5,0.24585339,-0.951570118,0.259556728,0.230025875,97.64563834,2.402880623,-1.274419999,0.13911208,0.261396609,0.532187776,0.241578272,0.09,2.143,"YES",141
"LR11","C",2009,"STD",,,4,117,0.5,116,1,3,3,6.51,3.1105,2.2005,7.591078594,1.483,4.192,0.473,,3,60,88.98,5.93,,,,,,,,,,,,2.409213613,-1.233967677,0.145147895,0.264884516,0.547966705,0.202396572,0.09,2.267,,114
"LR23","D",2009,"EXP",893,,4,129,0.5,129,0,4,4,5.99,2.756,2.1815,6.610285,1.749,2.675,0.72,,2.324,46.486,81.305,,134,6,2,89.2,36.9,4,0.362458099,-0.926187973,0.264924109,0.234577833,95.64481335,2.33259504,-1.271100472,0.149909701,0.261663294,0.572910699,0.236085002,0.09,1.246,"YES",127
"LR28","A",2009,"EXP",891,,4,133,0.5,130,3,1,1,6.24,2.904,2.0085,5.90433269,,,,,2.608,49.678,,,133,6,15,88,36.9,5,0.296105476,-1.020396659,0.241484198,0.287558827,94.35811182,2.402933135,-1.223870521,0.149518382,0.265837987,0.562441748,0.203903299,0.09,,"YES",130
"LR28","D",2009,"EXP",891,,4,133,0.5,133,0,4,4,6.55,2.9175,2.0885,6.413725377,,,,,2.351,44.788,,,133,6,15,88,36.9,5,0.296105476,-1.020396659,0.241484198,0.287558827,94.35811182,2.498462247,-1.180387635,0.144157302,0.270342283,0.533239938,0.225138298,0.09,,"YES",130
"LR31","D",2009,"EXP",49278,,4,133,0.5,133,0,4,4,7.03,3.0205,2.1215,6.851654398,1.365,4.365,0.737,,3.23,64.595,88.172,,,,,,,,,,,,,2.512237522,-1.217184784,0.137624046,0.266488099,0.516435994,0.239672949,0.09,2.956,,131
"MC02","C",2008,"EXP1",49287,,4,129,1,126.5,2.5,3.5,,6.7,2.98,2.159,7.00087116,0.939,3.188,0.049,,2.77,52.767,,3.86,135,6,0,90.5,38.6,4.5,0.334976244,-0.857441531,0.28641415,0.166492829,89.07982714,2.498266772,-1.238438808,0.143219403,0.264473084,0.541527332,0.266766484,0.09,1.786,"NO",126
"PE08","A",2008,"STD",,,3,117,0.75,113.5,3.5,1.5,,6.47,3.0685,2.077,6.671594733,1.846,3.53,0.638,165.67,,,,,,,,,,,,,,,,2.388623152,-1.257090209,0.13274861,0.262826885,0.505080025,0.346093525,0.09,1.269,,113
"PE08","B",2008,"STD",,,3,117,0.75,113.5,3.5,1.5,,6.61,3.0275,2.107,6.773977651,1.668,3.868,0.631,170.33,,,,,,,,,,,,,,,,2.373712124,-1.255393691,0.136733632,0.262971999,0.519955099,0.370791028,0.09,1.269,,113
"PE27","B",2008,"EXP",634,,4,130,1,123,7,1.5,,6.37,3.053,2.131,6.987538925,1.119,2.159,,188,2.527,50.541,,4.1,,,,,,,,,,,,2.214329249,-1.307530138,0.136782601,0.258921087,0.528279109,0.345034799,0.09,,,123
"PE51","A",2008,"",,,3,162,2,159,3,3,,7.11,2.97,2.1685,7.038916911,,,0.652,172.5,,,,,,,,,,,,,,,,2.281823935,-1.258923887,0.142928418,0.262671069,0.544134603,0.288607938,0.09,1.897,,157
"SF01","B",2009,"EXP",886,,4,122,0.5,122,0,1.5,,6.23,3.0965,2.0945,6.846401278,1.255,3.85,0.532,,3.905,78.108,98.026,1.81,125,5,20,86.28,38.6,4.5,0.330675021,-0.965344174,0.252203212,0.248583926,84.92604957,2.492432449,-1.194789961,0.146715513,0.268777163,0.545863018,0.195156564,0.09,2.021,"YES",122
"SR03","D",2009,"EXP",878,,5,114,0.5,114,0,4,4,6.85,2.8065,2.232,6.693375546,1.111,4.845,0.618,,5,95.238,105.81,,115,6,0,102.27,39.5,4,0.30483288,-0.996641117,0.249768122,0.260925891,96.35193471,2.454610458,-1.234147142,0.142908359,0.264867875,0.539545835,0.239774497,0.09,1.765,"NO",
"SU17","B",2008,"EXP",802,,4,143,1.25,139.5,3.5,3,,6.09,2.809,2.15,6.54423966,1.182,3.961,0.484,197.67,5.392,107.838,140.459,,143,5,10,92.7,40.7,3,0.31512383,-0.935766871,0.261153913,0.214518697,82.50818276,2.473260418,-1.233650253,0.146054636,0.264913975,0.551328542,0.232807367,0.09,2.212,"YES",139
"AE03","A",2008,"",,,4,122,1.5,120,2,4,,5.82,2.896,2.0455,6.107001992,1.256,3.323,0.813,214,,,,,,,,,,,,,,,,2.333242446,-1.261625807,0.146466789,0.262443418,0.558089014,0.299345507,0.1,2.753,,117
"AE03","B",2008,"",,,4,122,2.5,118,4,2,,5.86,2.876,2.014,5.879472327,1.636,2.759,0.659,165,,,,,,,,,,,,,,,,2.451441787,-1.186152277,0.165149105,0.269706931,0.612327998,0.277530739,0.1,2.753,,117
"AE04","A",2008,"CONT",638,637,4,125,3,121,4,1.5,,5.87,3.0465,1.952,5.850477933,2.244,2.23,0.828,175.75,,,,,137,1,0,80.8,37.7,2.5,0.348497201,-0.928887469,0.261356069,0.260959748,83.17818905,2.412249657,-1.239516818,0.145665939,0.264374867,0.550982551,0.305189476,0.1,2.25,"NO",121
"AE04","D",2008,"CONT",638,637,4,125,2,123,2,3,,6.01,3.014,1.992,6.027711428,1.715,3.075,0.605,157.5,,,,,137,1,0,80.8,37.7,2.5,0.348497201,-0.928887469,0.261356069,0.260959748,83.17818905,2.39882804,-1.237445785,0.150236445,0.264563894,0.567864507,0.263157662,0.1,2.25,"NO",121
"AE07","D",2008,"EXP",645,,4,138,0,138,0,4,4,7.1,2.9815,2.1995,7.269646328,1.61,4.322,0.701,223.5,4.297,85.946,138.373,8.59,143,5,0,87.8,40.4,3.5,0.306089292,-0.89993803,0.268939227,0.173677284,79.25315999,2.42421556,-1.216937368,0.152764878,0.266512447,0.573199789,0.278702155,0.1,2.438,"NO",135
"AE09C","C",2008,"EXP",629,731,4,157,0,156,1,3,3,6.55,3.0505,2.1275,6.958901724,1.299,3.826,0.78,,1.797,34.234,44.47,8.25,135,1,0,77.5,36.7,2.5,0.297663991,-0.822581615,0.296049191,0.156982315,83.96201366,2.335129546,-1.277492144,0.141732638,0.261152843,0.542719108,0.313413382,0.1,1.524,"NO",
"AE09C","D",2008,"EXP",629,731,4,157,,157,0,4,4,6.4,3.0445,2.063,6.530478001,1.297,3.784,0.744,169,3.014,60.27,78.171,7.01,135,1,0,77.5,36.7,2.5,0.297663991,-0.822581615,0.296049191,0.156982315,83.96201366,2.42001237,-1.238906884,0.130900553,0.264430391,0.4950284,0.381802819,0.1,1.524,"NO",
"DA03","B",2009,"EXP",882,,4,119,0.5,119,0,1.5,,5.02,2.8665,1.992,5.73272555,1.011,3.314,0.492,,3.405,64.865,60.389,,121,5,1,85.71,37.7,3,0.282324793,-0.982444371,0.250958498,0.304323795,88.23270524,2.437645683,-1.234524446,0.152667971,0.264832924,0.576469002,0.21792437,0.1,2.314,"YES",119
"DA03","C",2009,"EXP",882,,4,119,0.5,118,1,3.5,,5.99,2.998,2.058,6.399601121,1.102,3.875,0.559,,3.595,71.892,79.225,,121,5,1,85.71,37.7,3,0.282324793,-0.982444371,0.250958498,0.304323795,88.23270524,2.437820693,-1.237947809,0.150552937,0.264517945,0.569159636,0.242659573,0.1,2.314,"YES",119
"EM09","B",2009,"EXP",885,,3,118,0.5,118,0,2,2,6.71,2.9875,2.1255,6.802376551,1.217,4.205,0.6,,3.986,79.73,97.27,13.81,124,5,0,79.5,37.8,5,0.312604494,-1.047148467,0.239374426,0.285055478,81.42905116,2.397642215,-1.243063423,0.150843751,0.264054415,0.571260095,0.220836884,0.1,1.171,"NO",118
"EM22","B",2009,"STD",,,4,124,0.5,123,1,2,2,5.93,3.0435,2.085,6.668312761,1.259,3.813,0.556,,2.446,46.589,58.656,,,,,,,,,,,,,2.420555955,-1.243771801,0.145090667,0.263990901,0.549604802,0.22985634,0.1,2.118,,122
"EM22","D",2009,"STD",,,4,125,0.5,125,0,4,4,5.46,3.0355,2.0375,6.351203211,1.126,3.455,0.501,,,,,,,,,,,,,,,,,2.434443133,-1.236249918,0.139691114,0.264673684,0.527786186,0.258343044,0.1,2.118,,122
"HX03","B",2008,"EXP",18895,,4,133,1,129,4,2,,6.36,2.9735,2.1785,7.112357986,1.192,4.363,0.491,187.25,4.973,94.723,112.91,2.67,133,6,2,79.2,37.9,5,0.294603134,-0.878794372,0.277323253,0.252651203,80.71557556,2.537993193,-1.197639008,0.158684687,0.268476278,0.591056641,0.236560244,0.1,2.22,"YES",128
"LP19","A",2008,"EXP",643,,4,141,2.5,137.5,3.5,1,1,5.98,2.7265,2.06,5.831368402,1.589,3.017,0.617,227.67,,,,,141,6,0,95.8,38,4,0.321340122,-0.887896558,0.271152031,0.22958432,97.14564605,2.30318626,-1.277881775,0.143037762,0.261122136,0.547781064,0.282143078,0.1,2.409,"NO",137
