NestID,EggLetter,YEAR,TYPE,FEMID,MALEID,CLTCHSIZ,SAMDOY,LAYDOY,AGEATSAM,ESTORD,KNOWNORD,MASS,LENGTH,WIDTH,VOLUME,YOLKMAS,ALBMAS,SHELMAS,MEANSTR,KIT,NOTESLP,NOTESPE,SampleID,Carot_conc_ugml,Carot_ug_g,Carot_ug_yolk,T_concentration,Yolk_sample_mass,Tng_yolkg,Tng_yolkmg,YolkTug,FDOY,AGE,ECTO,BMASS,TARSUS,CONDIT,MEANYAS,h.theta.fem,h.phi.fem,r.vec.fem,lum.fem,fem.scaled.mass,h.theta.egg,h.phi.egg,r.vec.egg,r.max.egg,r.achieved.egg,lum.egg,THICKNESS
SU17,A,2008,EXP,802,,4,143,141.5,1.5,4,4,5.9,2.7475,2.166,6.496585255,1.423,3.809,0.518,190,LP,,,,,,,,,,,,143,5,10,92.7,40.7,2.2983059,3,0.31512383,-0.935766871,0.261153913,0.214518697,82.50818276,2.509321394,-1.218213164,0.148589527,0.266387118,0.557795467,0.237727883,0.1
SU18,B,2008,EXP,644,,4,138,134.5,3.5,4,,6.08,2.8165,2.223,7.014863383,1.2,3.582,0.566,196.25,LP,b was the least advanced,220,SU18_B_N,4.257,85.135,102.162,14.71,0.49,21.62811,0.02162811,25.953732,142,6,0,80.8,36.9,-0.9231636,5.5,0.330390792,-0.884175881,0.276891021,0.22716275,86.63790268,2.409902703,-1.204927813,0.150837156,0.267719441,0.563415026,0.208828879,0.1
SU18,C,2008,EXP,644,,4,138,134.5,3.5,2.5,,6.28,2.786,2.2105,6.86108322,1.293,3.591,0.662,190.5,LP,c looked more advanced than b,CRACKED AND NOT FORZEN,SU18_C_N,3.432,65.38,84.536,8.72,0.51,13.33395,0.01333395,17.24079735,142,6,0,80.8,36.9,-0.9231636,5.5,0.330390792,-0.884175881,0.276891021,0.22716275,86.63790268,2.428583012,-1.187694305,0.159406993,0.269538999,0.591406043,0.18814136,0.1
SU23,A,2008,EXP,678,712,4,155,153.5,1.5,1.5,,7.36,2.9135,2.189,7.036182283,1.582,4.759,0.623,185,PE,cracked - lost tiny bit of alb - radioactive material on outside of egg,,SU23_1A_N,4.203,80.051,116.155,3.27,0.49,4.81131,0.00481131,6.98121081,155,1,0,99.5,39.7,0.96771705,4,0.353396074,-0.955646373,0.253977364,0.280112922,92.84698022,2.279307736,-1.291301594,0.1338033,0.260092919,0.514444225,0.36440689,0.1
SU23,B,2008,EXP,678,712,4,155,155,0,3,,7.09,2.851,2.198,6.941976352,1.451,3.935,0.699,,PE,,,SU23_1B_N,2.946,58.919,91.972,2.77,0.5,4.161,0.004161,6.495321,155,1,0,99.5,39.7,0.96771705,4,0.353396074,-0.955646373,0.253977364,0.280112922,92.84698022,2.300071142,-1.287919291,0.131143756,0.260347139,0.503726512,0.375886627,0.1
AE03,C,2008,,,,4,122,119,3,3,,5.96,2.91,2.02,5.984477856,1.299,3.501,0.725,195.25,PE,separation not clean - might be a bit too old for analysis....??.. might be ok,NEED DNA,,,,,,,,,,,,,,,,,,,,,,2.330530226,-1.253348177,0.149329885,0.263148185,0.5674745,0.31139301,0.11
AE13,D,2008,EXP,636,615,4,150,148,2,4,4,6.56,2.8235,2.137,6.498713225,1.455,4.245,0.523,243,PE,stage = 0,,AE13_4_N,3.797,75.946,110.501,3.86,0.51,5.91039,0.00591039,8.71191486,137,1,0,100.7,37.3,-1.4906222,6,0.386020829,-0.889829449,0.270381698,0.233903473,105.7862825,2.392589697,-1.255943067,0.136719879,0.262924907,0.519995919,0.327444278,0.11
EM04,C,2009,EXP,883,,4,112,112,0,3.5,,5.01,2.77,2.113,6.233174706,1.09,3.71,0.51,,LP,clean,,EM04_C_N,5.324,106.486,116.07,,,,,,121,6,0,82.3,38.7,0.80391239,5,,,,,80.61125211,2.243375374,-1.31281518,0.141800954,0.258556403,0.548433348,0.275641914,0.11
EM09,A,2009,EXP,885,,3,118,118,0,1,1,6.54,2.7535,2.2785,7.204663194,1.154,4.347,0.571,,LP,clean,,EM09_1_N,5.108,102.162,117.895,6.67,0.5,10.005,0.010005,11.54577,124,5,0,79.5,37.8,0.04003721,5,0.312604494,-1.047148467,0.239374426,0.285055478,81.42905116,2.41061826,-1.230893817,0.151856814,0.265171194,0.572674625,0.218748146,0.11
EM22,C,2009,STD,,,4,124,124,0,3,3,5.94,3.0855,2.0655,6.634473837,1.292,1.722,0.577,,LP,,,EM22_3_N,1.122,21.364,27.603,,,,,,,,,,,,,,,,,,2.424685485,-1.245213229,0.138776597,0.263862163,0.525943528,0.247643167,0.11
EM26,A,2009,EXP,895,,3,142,135,7,1,1,6.59,3.1295,2.0605,6.696544051,1.336,4.697,0.519,,LP,perfect,,EM26_1_N,5.392,107.838,139.003,,,,,,139,6,0,93.6,39.2,0.7545515,4.5,0.279348418,-0.975456328,0.253462631,0.194937066,89.47031919,2.496160107,-1.197349974,0.15707661,0.268506673,0.585000768,0.201374543,0.11
EM26,B,2009,EXP,895,,3,142,136,6,2,2,7.06,3.1055,2.14,7.167861691,1.454,,0.595,,LP,"lost alb, but clean - all shell present",,EM26_2_N,4.554,91.081,121.684,,,,,,139,6,0,93.6,39.2,0.7545515,4.5,0.279348418,-0.975456328,0.253462631,0.194937066,89.47031919,2.452006531,-1.232135321,0.150408714,0.265055031,0.567462212,0.230677916,0.11
FC15,B,2008,STD,,,3,151,148,3,2,,6.39,2.9415,2.1105,6.603437963,1.735,3.186,0.63,231,PE,,,FC15_B_N,2.378,52.853,91.7,,,,,,,,,,,,,,,,,,2.403613262,-1.248944072,0.143609515,0.263532073,0.544941315,0.316039431,0.11
FC15,C,2008,STD,,,3,151,149,2,3,,6.41,2.945,2.1105,6.61129519,1.4,3.556,0.801,221,PE,,,,,,,,,,,,,,,,,,,,,,,,2.386476112,-1.259690512,0.137303144,0.262606242,0.522847981,0.3464845,0.11
FC16,B,2008,CONT,668,,3,153,148,5,2,,6.83,2.9205,2.128,6.665473318,,,,,PE,,,,,,,,,,,,153,1,0,82.6,37.4,-0.5106724,4.5,0.324784958,-0.89612928,0.265089346,0.284718746,86.33177465,2.29723509,-1.270150704,0.144250334,0.261740228,0.551120229,0.343056336,0.11
FC16,C,2008,CONT,668,,3,153,149,4,3,,6.55,2.7905,2.1065,6.240731389,,,,,PE,,,,,,,,,,,,153,1,0,82.6,37.4,-0.5106724,4.5,0.324784958,-0.89612928,0.265089346,0.284718746,86.33177465,2.324533393,-1.243161293,0.148028933,0.264045631,0.560618756,0.320408215,0.11
FC18,D,2008,EXP,602,700,4,147,145,2,3,,7.13,3.0975,2.2085,7.614417028,1.408,2.01,0.89,,PE,cracked in fridge - lost albumen - yolk separation clean so should be able to calculate alb. mass,frozen then thawed,FC18_D_N,4.095,77.992,109.813,35.51,0.5,53.268,0.053268,75.001344,119,6,0,83.8,39,1.03098837,5,,,,,80.88498896,2.39425353,-1.286102435,0.137859081,0.260485133,0.529239727,0.328413414,0.11
FC21,B,2008,EXP,822,726,4,155,153,2,2,,6.49,2.8005,2.175,6.677050118,1.526,4.002,0.736,220,PE,"stage = 1.5, trace alb in yolk",,FC21_B_N,2.095,41.892,63.927,,,,,,158,1,0,80.8,40.1,2.2768364,3,0.331085078,-1.002255946,0.247275531,0.200635872,73.97478611,2.230196885,-1.323435748,0.133771949,0.257848376,0.518800818,0.369716424,0.11
FC21,C,2008,EXP,822,726,4,155,153,2,3,,6.86,2.8055,2.1945,6.80944913,1.638,4.241,0.577,207.33,PE,stage = 1.25,,FC21_C_N,2.784,53.024,86.854,3.07,0.5,4.6035,0.0046035,,158,1,0,80.8,40.1,2.2768364,3,0.331085078,-1.002255946,0.247275531,0.200635872,73.97478611,2.328080485,-1.29388507,0.136233435,0.259901076,0.524174185,0.347634065,0.11
HX03,D,2008,EXP,18895,,4,133,128,5,1,,6.79,3.2045,2.1715,7.615711432,1.537,4.285,0.715,195.25,LP,beautiful...almost,,HX03_D_N,6.338,126.757,194.825,2.67,0.51,4.08357,0.00408357,6.27644709,133,6,2,79.2,37.9,0.15462201,5,0.294603134,-0.878794372,0.277323253,0.252651203,80.71557556,2.531912573,-1.155519673,0.178559594,0.273222628,0.653531502,0.181505779,0.11
LP02,A,2008,EXP,49268,,4,120,117,3,2,,6.55,2.905,2.1385,6.695687596,,,,,LP,"component weights may be off, lost a bit in recovery",done in field + first attempt = not ideal,,,,,,,,,,,,,,,,,,,,,,2.393468551,-1.267022191,0.137584581,0.261995639,0.525140727,0.312330578,0.11
LP02,D,2008,EXP,49268,,4,120,116,4,1,,6.42,2.8435,2.1655,6.720477713,,,,,LP,"component weights may be off, lost a bit in recovery",done in field + first attempt = not ideal,,,,,,,,,,,,,,,,,,,,,,2.313367566,-1.290069458,0.131958052,0.260185126,0.507169851,0.317742825,0.11
LP06,D,2008,EXP,49280,,4,128,127,1,4,4,7.54,3.1915,2.2825,8.38005671,1.465,3.993,0.344,184.25,LP,too advanced for clean separation,CRACKED IN FRIDGE - NOT FROZEN,,,,,,,,,,128,6,5,90.5,38.3,0.00526112,3.5,0.254555243,-0.901574679,0.270212923,0.222461895,90.41022998,2.532275488,-1.175818103,0.160513202,0.270854454,0.592617916,0.242864627,0.11
LP19,B,2008,EXP,643,,4,141,137.5,3.5,2,2,5.18,2.6845,1.937,5.076369033,1.43,2.366,0.5,273.33,PE,"stage = 2, ok separation given stage",,,,,,,,,,,141,6,0,95.8,38,-0.5524037,4,0.321340122,-0.887896558,0.271152031,0.22958432,97.14564605,2.297884655,-1.313237893,0.127993274,0.25852759,0.495085549,0.325663152,0.11
LP19,C,2008,EXP,643,,4,141,139.5,1.5,3,,6.44,2.879,2.103,6.417276421,1.394,3.641,0.753,169.33,PE,stage = 1,,LP19_C_N,3.851,77.027,107.376,9.93,0.5,14.889,0.014889,20.755266,141,6,0,95.8,38,-0.5524037,4,0.321340122,-0.887896558,0.271152031,0.22958432,97.14564605,2.394066363,-1.230924879,0.152663888,0.265168281,0.575724544,0.233365678,0.11
LP28,C,2008,EXP,49266,,4,146,144,2,4,,6.79,2.968,2.1615,6.988837019,1.35,4.004,0.552,160.33,LP,stage = 1,,LP28_C_N,4.73,90.09,121.622,4.25,0.52,6.62688,0.00662688,8.946288,120,6,1,93.9,37.5,-0.9600333,2.5,0.24585339,-0.951570118,0.259556728,0.230025875,97.64563834,2.488425239,-1.19968719,0.154869533,0.268261732,0.577307586,0.213591464,0.11
LR11,D,2009,STD,,,4,117,117,0,4,4,6.32,3.149,2.2525,8.052538249,1.34,4.05,0.68,,LP,clean,,LR11_4_N,3.581,68.211,91.403,6.02,0.51,9.20907,0.00920907,12.3401538,,,,,,,,,,,,,2.316003582,-1.289891116,0.131329252,0.260198511,0.504727147,0.217707861,0.11
LR24,D,2009,EXP,49278,,4,123,123,0,4,4,7.05,3.1375,2.288,8.278016947,1.442,4.411,0.604,,LP,,,LR24_4_N,2.73,54.595,78.725,3.12,0.51,4.77666,0.00477666,6.88794372,,,,,,,,,,,,,2.498963823,-1.207672576,0.143979053,0.267439219,0.538361775,0.236075281,0.11
LR30,B,2009,EXP,894,,3,133,132,1,2,2,6.35,2.767,2.1,6.15004488,1.051,,0.852,,LP,"clean(ish), but NOT whole and might be ""off""",,LR30_2_N,4.338,91.323,,,,,,,138,1,0,90.2,38.2,-0.0801541,2,0.298472201,-0.986304199,0.247988266,0.157680896,90.55924921,2.385189311,-1.239600295,0.148129553,0.264367277,0.560317278,0.20308127,0.11
PE17,C,2008,CONT,609,,3,125,122,3,2,2,5.11,3.2365,2.3085,8.692924458,,,,,PE,,addled,,,,,,,,,,126,5,0,85.6,37.9,-0.1565204,3,0.318579186,-0.891785609,0.275809328,0.197234676,87.23804631,2.393723719,-1.232887913,0.150209934,0.264984862,0.566862321,0.298558348,0.11
PE21,B,2008,CONT,606,,4,123,119.5,3.5,1.5,,5.55,2.649,1.9355,5.001483565,,,,198.67,PE,cracked - moldy - discarded,addled,,,,,,,,,,123,1,2,95.8,40.3,1.74759628,3,0.321243288,-0.817067764,0.28606158,0.110270951,86.88255555,2.28982138,-1.284321376,0.13857351,0.260621386,0.531704293,0.311942429,0.11
PE21,C,2008,CONT,606,,4,123,121.5,1.5,3,,5.47,2.675,1.942,5.084552945,,,,154,PE,small crack,addled,,,,,,,,,,123,1,2,95.8,40.3,1.74759628,3,0.321243288,-0.817067764,0.28606158,0.110270951,86.88255555,2.36359628,-1.258818089,0.144224505,0.26268003,0.54905013,0.296545015,0.11
PE24,A,2008,STD,,,4,124,122.5,1.5,3.5,,6.55,2.1395,2.1395,6.490732367,1.494,3.781,0.544,208.33,PE,,,,,,,,,,,,,,,,,,,,,,,,2.34229405,-1.265801872,0.143233853,0.262096097,0.546493651,0.332527235,0.11
PE24,B,2008,STD,,,4,124,122.5,1.5,3.5,,6.53,2.1185,2.1185,6.134549946,1.55,3.515,0.752,209.67,PE,,,,,,,,,,,,,,,,,,,,,,,,2.297069068,-1.28654156,0.139899285,0.260451688,0.537141017,0.328374823,0.11
PE24,D,2008,STD,,,4,124,120.5,3.5,1.5,,6.39,2.078,2.078,5.394835026,1.485,3.525,0.744,201,PE,,,,,,,,,,,,,,,,,,,,,,,,2.265989851,-1.294093839,0.139832809,0.259885661,0.538055115,0.347027976,0.11
PE27,D,2008,EXP,634,,4,130,123,7,3.5,,6.58,2.9805,2.1095,6.684650754,1.299,4.235,0.743,204.33,PE,stage = 0,,PE27_D_A,3.446,68.919,89.526,7.86,0.5,11.793,0.011793,15.319107,,,,,,,,,,,,,2.271720606,-1.285880121,0.1395345,0.260502087,0.535636781,0.329274657,0.11
PE29,D,2008,EXP,618,,4,130,128,2,4,,7.4,3.1265,2.266,8.091122576,1.428,4.541,0.647,241.5,PE,,,,,,,,,,,,130,5,0,89.2,37.1,-1.1315381,3.5,0.35612322,-0.887303821,0.269243624,0.22736128,94.66753991,2.341707142,-1.251007464,0.152637599,0.26335144,0.579596598,0.333935774,0.11
PE31,B,2008,CONT,634,,4,136,130,6,1,,5.63,2.771,2.0255,5.729695697,,,,,PE,,,,,,,,,,,,135,6,0,81.7,38.1,0.23308199,3,0.319057669,-0.893506857,0.268930266,0.230565712,82.43492897,2.284585547,-1.264275851,0.141931602,0.262222379,0.54126426,0.313537545,0.11
PE31,D,2008,CONT,634,,4,136,131,5,2,,5.68,2.7805,2.0525,5.903638652,,,,,PE,,,,,,,,,,,,135,6,0,81.7,38.1,0.23308199,3,0.319057669,-0.893506857,0.268930266,0.230565712,82.43492897,2.27457025,-1.253319144,0.144645882,0.263150695,0.549669389,0.312813987,0.11
PE32,B,2008,EXP,633,,4,135,131,4,1,,7.5,3.1385,2.2195,7.792251624,2.275,3.765,0.681,173.5,PE,good,,,,,,,,,,,135,1,2,91,38.2,-0.1190469,4,0.343530888,-0.886624883,0.273957279,0.206217746,91.36243546,2.383489054,-1.242040786,0.151360628,0.264146395,0.573017959,0.279591143,0.11
PE32,D,2008,EXP,633,,4,135,134,1,4,,7.75,3.115,2.2915,8.243816394,1.46,5.397,0.562,185,PE,"fairly clean separation...trace alb in yolk, more yolk in alb...stage - 1.5 - 2",,PE32_D_N,3.595,71.892,104.962,5.01,0.5,7.5165,0.0075165,10.97409,135,1,2,91,38.2,-0.1190469,4,0.343530888,-0.886624883,0.273957279,0.206217746,91.36243546,2.400321751,-1.220413542,0.159575654,0.266172257,0.599520236,0.238477498,0.11
PE51,C,2008,,,,3,162,157,5,1,,6.39,2.8285,2.105,6.316709723,,,0.65,,PE,addled,,,,,,,,,,,,,,,,,,,,,,,2.244403489,-1.306055625,0.130049907,0.259024308,0.502076071,0.361593956,0.11
PE54,A,2008,CONT,680,,4,159,157,2,3,3,6.56,2.8795,2.08,6.278765875,,,0.52,164,PE,addled,,,,,,,,,,,160,6,0,86,38.1,0.02403316,3.5,0.335147421,-0.919018297,0.260259595,0.283352596,86.77360944,2.372387185,-1.25648439,0.150559705,0.262878599,0.572734735,0.287004428,0.11
PE54,B,2008,CONT,680,,4,159,158,1,4,4,6.38,2.789,2.039,5.844044339,,,0.505,168,PE,addled,,,,,,,,,,,160,6,0,86,38.1,0.02403316,3.5,0.335147421,-0.919018297,0.260259595,0.283352596,86.77360944,2.397024449,-1.238341248,0.146059156,0.264481991,0.55224613,0.293613119,0.11
PE58,B,2008,CONT,617,661,3,162,157,5,1,,6.66,3.001,2.1415,6.936376997,,,,,PE,,,,,,,,,,,,130,1,2,91.5,39.4,1.05664511,4.5,0.305196602,-0.842291244,0.29027449,0.169083246,86.62134799,2.379986907,-1.271709037,0.134197585,0.261614147,0.51295997,0.340063171,0.11
